file_name,text
data_urti/novels/novel001-1.png,سے روایت کرتے ہیں کہ آپ صلی اللہ علیہ وسلم نے
data_urti/novels/novel001-10.png,سے فرماتے۔
data_urti/novels/novel001-100.png,مارا، وہ اللہ تعالی سے اس حال میں ملے گا کہ اللہ تعالی
data_urti/novels/novel001-101.png,اس پر ناراض ہو گا۔ (طبرانی،مجمع الزواءد)۔
data_urti/novels/novel001-102.png,مفلس کون ہے؟
data_urti/novels/novel001-103.png,حضرت ابو ہریرہ رضی اللہ تعالی عنہ روایت کرتے
data_urti/novels/novel001-104.png,ہیں کہ رسول اللہ صلی اللہ علیہ وآلہ وسلم نے (صحابہ
data_urti/novels/novel001-105.png,"رضی اللہ عنہم سے ) ارشاد فرمایا""کیا تم جانتے ہو کہ"
data_urti/novels/novel001-106.png,"مفلس کون ہے؟"" صحابہ رضی اللہ عنہم نے عرض کیا"
data_urti/novels/novel001-107.png,"ہمارے نزدیک مفلس وہ شخص ہے جس کے پاس """
data_urti/novels/novel001-108.png,"کوئی درہم (پیسہ) اور (دنیا کا ) سامان  نہ ہو ۔"" آپ صلی"
data_urti/novels/novel001-109.png,"اللہ علیہ وآلہ وسلم نے ارشاد فرمایا ""میری امت کا"
data_urti/novels/novel001-11.png,"تم سفارش کرو ، تمہیں ثواب ہو گا اور اللہ تعالی تو"""
data_urti/novels/novel001-110.png,مفلس ہو شخص ہے جو قیامت کے دن بہت سی نماز،
data_urti/novels/novel001-111.png,روزہ ، زکوۃ (اور دوسری مقبول عبادتیں) لے کر آئے
data_urti/novels/novel001-112.png,گا مگر حال یہ ہو گا کہ اس نے کسی کو گالی دی ہو گی ،کسی پر
data_urti/novels/novel001-113.png,تہمت لگائی ہو گی، کسی کا مال کھایا ہو گا ،کسی کا خون بہایا
data_urti/novels/novel001-114.png,ہو گا اور کسی کو مارا پیٹا ہو گا تو اس کی نیکیوں میں سے
data_urti/novels/novel001-115.png,جائیں گی۔ایسے ہی دوسرے حق والے کو اس کی
data_urti/novels/novel001-116.png,نیکیوں میں سے (اس کے حق کے بقدر) نیکیاں دی
data_urti/novels/novel001-117.png,جائیں گی۔ پھر اگر دوسرے کے حقوق چکائے جانے
data_urti/novels/novel001-118.png,سے پہلے اس کی ساری نیکیاں ختم ہو جائیں گی تو (ان
data_urti/novels/novel001-119.png,"""اپنے پیغمبر کی زبان پر وہی فیصلہ کرے گا جو چاہتا ہے۔"
data_urti/novels/novel001-12.png,۱۷
data_urti/novels/novel001-120.png,(مسلم شریف)
data_urti/novels/novel001-13.png,قیامت کے دن
data_urti/novels/novel001-14.png,سیدنا ابو ہریرہ رضی اللہ تعالی عنہ کہتے ہیں کہ رسول اللہ
data_urti/novels/novel001-15.png,صلی اللہ علیہ وسلم نے فرمایا کہ
data_urti/novels/novel001-16.png,"اللہ تعالی قیامت کے دن تین آدمیوں سے بات """
data_urti/novels/novel001-17.png,تک نہ کرے گا اور نہ ان کو پاک کرے گا ،نہ ان کی
data_urti/novels/novel001-18.png,طرف (رحمت کی نظرسے) دیکھے گا اور ان کو دکھ کا
data_urti/novels/novel001-19.png,"فرمایا کہ ""جو کوئی شخص دنیا میں کسی بندے کا عیب"
data_urti/novels/novel001-2.png,عذاب ہے۔ ایک تو بوڑھا زنا کرنے والا، دوسرے
data_urti/novels/novel001-20.png,"جھوٹا بادشاہ، تیسرے مغرور محتاج۔"""
data_urti/novels/novel001-21.png,اللہ تعالی پر قسم اٹھانا
data_urti/novels/novel001-22.png,سیدنا جندب رضی اللہ عنہ سے روایت ہے کہ
data_urti/novels/novel001-23.png,رسول اللہ صلی اللہ علیہ وسلم نے بیان فرمایا کہ ایک
data_urti/novels/novel001-24.png,"شخص بولا۔""اللہ کی قسم ،اللہ تعالی فلاں شخص کو نہیں"
data_urti/novels/novel001-25.png,"بخشے گا اور اللہ تعالی نے فرمایا کہ ""وہ کون ہے جو قسم"
data_urti/novels/novel001-26.png,"کھاتا ہے کہ میں فلاں کو نہیں بخشوں گا۔"" میں نے اس"
data_urti/novels/novel001-27.png,کو بخش دیا اور اس کے (جس نے قسم کھائی تھی)۔
data_urti/novels/novel001-28.png,"سارے اعمال لغو (بیکار) کر دیے۔"""
data_urti/novels/novel001-3.png,چھپائے گا اللہ تعالی (قیامت کے دن)اس کا عیب
data_urti/novels/novel001-30.png,بدگمانی
data_urti/novels/novel001-31.png,ام المومنین عائشہ صدیقہ رضی اللہ عنہ سے
data_urti/novels/novel001-32.png,روایت ہے کہ ایک آدمی نے نبی صلی اللہ علیہ وسلم
data_urti/novels/novel001-33.png,سے اندر آنے کی اجازت مانگی تو رسول اللہ صلی اللہ
data_urti/novels/novel001-34.png,میں ایک بڑا شخص ہے۔جب وہ اندر آیا تو رسول اللہ
data_urti/novels/novel001-35.png,صلی اللہ علیہ وسلم اس سے نرمی سے باتیں کین تو
data_urti/novels/novel001-36.png,ام المومنین عائشہ صدیقہ رضی اللہ عنہ نے کہا کہ
data_urti/novels/novel001-37.png,"یا رسول اللہ صلی اللہ علیہ وسلم!آپ صلی اللہ """
data_urti/novels/novel001-38.png,علیہ وسلم نے تو اس کو ایسا فرمایا تھا پھر اس سے نرمی
data_urti/novels/novel001-4.png,"چھپائے گا""۔"
data_urti/novels/novel001-40.png,سے باتیں کیں تو آپ صلی اللہ علیہ وسلم نے فرمایا
data_urti/novels/novel001-41.png,"اے عائشہ! برا شخص اللہ تعالی کے نزدیک قیامت """
data_urti/novels/novel001-42.png,میں وہ ہو گا جس کو لوگ اس کی بدگمانی کی وجہ سے چھوڑ
data_urti/novels/novel001-43.png,"دیں۔"""
data_urti/novels/novel001-44.png,درگزر کرنے کے بیان میں
data_urti/novels/novel001-45.png,سیدنا ابو ہریرہ رضی اللہ عنہ،رسول اللہ صلی اللہ
data_urti/novels/novel001-46.png,علیہ وسلم سے روایت کرتے ہیں آپ صلی اللہ علیہ
data_urti/novels/novel001-47.png,"وسلم نے فرمایا ""صدقہ دینے سے کوئی مال نہیں گٹھتا"
data_urti/novels/novel001-48.png,اور جو بندہ معاف کر دیتا ہے، اللہ اس کی عزت
data_urti/novels/novel001-49.png,بڑھاتا ہے اور کو بندہ اللہ تعالی کے لئے عاجزی کرتا
data_urti/novels/novel001-5.png,(مسلم)
data_urti/novels/novel001-50.png,"ہے اللہ تعالی اس کا درجہ بلند کرتا ہے۔"""
data_urti/novels/novel001-51.png,مسلمانوں کو ایذا پہنچانا
data_urti/novels/novel001-52.png,"اللہ تعالی کا ارشاد ہے ""اور جو لوگ مسلمان مردوں"
data_urti/novels/novel001-53.png,کو اور مسلمان عورتوں کو بغیر اس کے کہ انہوں نے
data_urti/novels/novel001-54.png,کوئی (ایسا)کام کیا ہو (جس سے وہ سزا کے مستحق ہو
data_urti/novels/novel001-55.png,جائیں) ایذا پہنچاتے ہیں تو وہ لوگ بہتان اور صریح
data_urti/novels/novel001-56.png,"گناہ کا بوجھ اٹھاتے ہیں۔"" (احزاب) ۔"
data_urti/novels/novel001-57.png,ف: اگر ایذا زبانی ہے تو بہتان ہے اور اگرعمل سے
data_urti/novels/novel001-58.png,ہے تو صریح گناہ ہے۔
data_urti/novels/novel001-59.png,۱۶
data_urti/novels/novel001-60.png,ساتھ بیٹھنے والوں کی سفارش کے بیان میں
data_urti/novels/novel001-61.png,ناپ تول میں کمی کرنا
data_urti/novels/novel001-62.png,"اللہ تعالی کا ارشاد ہے ""بڑی تباہی ہے ناپ تول میں"
data_urti/novels/novel001-63.png,کمی کرنے والوں کے لیے جب لوگوں سے (اپنا حق)۔
data_urti/novels/novel001-64.png,ناپ کر لیں تو پورا لےلیں اور جب لوگوں کو ناپ کر یا
data_urti/novels/novel001-65.png,تول کر دیں تو کم کردیں۔کیا ان لوگوں کو اس کا یقین
data_urti/novels/novel001-66.png,اٹھاءے جائیں گے،جس دن تمام لوگ رب العالمین
data_urti/novels/novel001-67.png,چاہئے اور ناپ تول میں کمی سے توبہ کرنی چاہئے)۔
data_urti/novels/novel001-68.png,
data_urti/novels/novel001-69.png,سیدنا ابو موسی رضی اللہ تعالی عنہ کہتے ہیں کہ رسول اللہ
data_urti/novels/novel001-7.png,عیب تلاش کرنا
data_urti/novels/novel001-70.png,حضرت معاویہ رضی اللہ عنہ فرماتے ہیں کہ میں
data_urti/novels/novel001-71.png,نے رسول اللہ صلی اللہ علیہ وسلم کو ارشاد فرماتے
