file_name,text
data_uhwr/Dataset/images/10136.jpg,انکار نہیں کیا جاسکتا کہ آج کے دور میں ملکی ترقی
data_uhwr/Dataset/images/09093.jpg,گیااور کاروباری برادری کو تحفظ فراہم کیا گیا۔ یہ حکمت عملی مسلسل
data_uhwr/Dataset/images/03084.jpg,کلاسرا) بنگلا دیش کی سابق وزیراعظم شیخ حسینہ واجد 7
data_uhwr/Dataset/images/00021.jpg,بند نہیں کرسکتا !محنت کش طبقہ یہ فیصلہ ایک نئے معروض اور شعور
data_uhwr/Dataset/images/02257.jpg,حکومت رپورٹ کا جائزہ لے کر اقدامات کرے گی ۔ انہوں نے
data_uhwr/Dataset/images/09414.jpg,ایکسپورٹرز ایسوسی ایشن کے چیئرمین سہیل پاشا اور وائس چیئرمین رضوان ریاض سہگل نے
data_uhwr/Dataset/images/02309.jpg,رہنے والے ایڈمرل مائیکل مولن انہی خطرات اور سیاسی قیادت کے کردار
data_uhwr/Dataset/images/05759.jpg,کے مطابق گائیا کی ممکنہ دریافتیں انوکھی اور سائنسی اعتبار سے انتہائی
data_uhwr/Dataset/images/05330.jpg,فطرت'' اور'' قدرتی عناصر'' نے اپنا خونِ جگر شامل کیا ہے۔
data_uhwr/Dataset/images/00990.jpg,ڈی آئی جی تشریف لائے۔ اٹک قلعے میں وہ مل بیٹھے
data_uhwr/Dataset/images/00173.jpg,فیض صاحب کی نگرانی میں تھی۔ اپنے زمانے کے بہترین فنکار 'الحمرا میں
data_uhwr/Dataset/images/01264.jpg,میں جبکہ خود کالم نویس کے بقول انہوں نے یہ غزل بلکہ
data_uhwr/Dataset/images/09741.jpg,اور سود کی ادائیگی کیلئے مختص کی گئی ہے مگر
data_uhwr/Dataset/images/02602.jpg,پیارے نبی کے بارے میں، قرآن کے بارے میں اور احادیث
data_uhwr/Dataset/images/06960.jpg,کرنے، عید کی مبارکباد دینے، سوئیاں اور قورمے کا لطف اٹھانے کے
data_uhwr/Dataset/images/02987.jpg,شدہ مسائل اور اس سے نکلنے کے لئے تجاویز پیش کریں گے۔ تاجر
